dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,postalCode,lastSeen
12/3/2016 16:43,Volkswagen_Scirocco_2.0_TSI_GTS,private,offer,21899,control,coupe,2013,manual,211,scirocco,60000,2,petrol,volkswagen,no,12/3/2016 0:00,63840,7/4/2016 6:15
24/03/2016 14:57,Opel_Vectra_1.8_Caravan,private,offer,1350,test,station wagon,1997,manual,116,vectra,125000,1,petrol,opel,no,24/03/2016 0:00,81547,7/4/2016 7:17
11/3/2016 17:58,VW_Golf_6_VI_2.0_TDI_Standheizung,private,offer,8000,control,limousine,2009,manual,110,golf,150000,5,diesel,volkswagen,no,11/3/2016 0:00,35418,21/03/2016 5:17
17/03/2016 10:56,Mercedes_Benz_SLK_R170_Kompressor,private,offer,3800,test,cabrio,1998,manual,197,slk,150000,3,petrol,mercedes_benz,,17/03/2016 0:00,48282,21/03/2016 13:45
15/03/2016 9:53,Astra_g_Coupe_1_8l_Tuev_bis_10/2017_viele_neu_teile,private,offer,1500,control,coupe,2000,manual,115,astra,150000,6,petrol,opel,,15/03/2016 0:00,58452,20/03/2016 3:44
22/03/2016 22:53,Dodge_RAM,private,offer,11500,control,suv,1997,manual,362,,150000,5,petrol,sonstige_autos,no,22/03/2016 0:00,7924,7/4/2016 2:46
19/03/2016 13:39,97_er_Polo_60PS_Automatik,private,offer,120,test,small car,1997,automatic,60,polo,150000,0,petrol,volkswagen,no,19/03/2016 0:00,55597,19/03/2016 13:39
1/4/2016 16:54,Opel_Astra_G,private,offer,1500,control,station wagon,2001,manual,96,astra,150000,7,diesel,opel,no,1/4/2016 0:00,51465,5/4/2016 12:17
21/03/2016 18:44,Opel_Corsa_B__erst_lesen,private,offer,0,test,small car,1996,manual,45,corsa,150000,3,petrol,opel,,21/03/2016 0:00,44145,30/03/2016 6:45
27/03/2016 21:52,Peugeot_308_RC_JBL,private,offer,8200,test,limousine,2008,manual,174,3_reihe,80000,4,petrol,peugeot,no,27/03/2016 0:00,66126,5/4/2016 20:47
28/03/2016 12:59,Audi_A6_3.0_TDI_DPF_multitronic/_Leder/Navi/Xenon/PDC,private,offer,28490,test,limousine,2011,automatic,204,a6,70000,11,diesel,audi,no,28/03/2016 0:00,86165,6/4/2016 16:15
30/03/2016 11:39,Mercedes_Benz_E_240,private,offer,1600,test,,2017,manual,170,e_klasse,150000,12,,mercedes_benz,no,30/03/2016 0:00,99086,7/4/2016 2:15
10/3/2016 7:01,Mercedes_A_Klasse,private,offer,1000,control,,2017,manual,0,,150000,10,,mercedes_benz,,10/3/2016 0:00,57234,20/03/2016 9:20
19/03/2016 12:54,Renault_Twingo_1.2_Liberty_Top_Schiebedach_Tuev_08/2017,private,offer,920,test,small car,1997,manual,54,twingo,150000,5,petrol,renault,no,19/03/2016 0:00,38559,6/4/2016 17:46
29/03/2016 17:43,Ford_Galaxy_1.9_TDI_Gruene_Plakette,private,offer,2950,control,bus,2002,manual,116,galaxy,150000,8,diesel,ford,no,29/03/2016 0:00,58332,29/03/2016 17:43
15/03/2016 19:20,BMW_118d_DPF___M_Paket___Xenon___Scheckheftgepflegt,private,offer,8900,test,limousine,2008,manual,143,1er,150000,7,diesel,bmw,no,14/03/2016 0:00,56412,4/4/2016 19:46
31/03/2016 8:53,Fiat_Stilo,private,offer,1500,control,station wagon,2006,manual,0,stilo,5000,5,diesel,fiat,yes,31/03/2016 0:00,45329,6/4/2016 3:15
7/3/2016 9:52,Mercedes_Benz_C_220_CDI_Sportcoupe,private,offer,990,control,coupe,2002,automatic,143,c_klasse,150000,5,diesel,mercedes_benz,yes,7/3/2016 0:00,53757,9/3/2016 14:45
2/4/2016 23:59,Opel_Signum_3.0_CDTI_V6_Cosmo,private,offer,4200,test,station wagon,2004,automatic,177,signum,150000,8,diesel,opel,no,2/4/2016 0:00,67435,3/4/2016 6:39
11/3/2016 13:36,Ford_Focus_Turnier_1.6_TDCi_DPF_Ghia_Tuev_neu,private,offer,3500,test,station wagon,2007,manual,109,focus,150000,8,diesel,ford,no,11/3/2016 0:00,66740,16/03/2016 22:58
2/4/2016 9:51,Citroen_C5_Kombi_2.0_HDi__TÜV_neu__nur_noch_3_Tage_hier!!!!!!!!!,private,offer,2490,control,station wagon,2003,manual,110,c5,150000,1,diesel,citroen,,25/02/2016 0:00,91452,3/4/2016 6:59
23/03/2016 18:50,Honda_Stream_Automatik,private,offer,1590,test,bus,2002,automatic,0,others,150000,8,petrol,honda,yes,23/03/2016 0:00,61169,6/4/2016 19:16
7/3/2016 15:56,Ford_Focus_1_4_Benzin_Motor__55kW_/_75_PS__4_tuerig,private,offer,899,control,limousine,1999,manual,75,focus,150000,1,petrol,ford,,7/3/2016 0:00,37186,22/03/2016 6:15
10/3/2016 13:46,Volkswagen_Eos_2.0_TDI_DPF_DSG_Edition_2010,private,offer,14699,test,cabrio,2010,automatic,140,eos,90000,6,diesel,volkswagen,no,10/3/2016 0:00,67824,7/4/2016 9:16
31/03/2016 19:48,Citroën_C3_1.4_Exclusive_1._Hand_Klimaautomatik,private,offer,5000,control,small car,2009,manual,73,c3,70000,4,petrol,citroen,no,31/03/2016 0:00,4463,6/4/2016 14:17
10/3/2016 10:37,BMW_BMW_320i_M_Paket,private,offer,11200,test,limousine,2008,manual,170,3er,150000,1,petrol,bmw,no,10/3/2016 0:00,47574,11/3/2016 9:45
30/03/2016 16:51,Verkaufe_Suzuki,private,offer,100,test,,2000,,0,,150000,0,,suzuki,,30/03/2016 0:00,6808,30/03/2016 16:51
8/3/2016 10:25,Opel_corsa_b_1.4_60_ps,private,offer,150,control,,2000,manual,60,,150000,6,petrol,opel,yes,8/3/2016 0:00,56244,16/03/2016 11:46
5/3/2016 20:41,Kia_Sportage_1.6_GDI_2WD_Vision,private,offer,13900,control,suv,2011,manual,135,sportage,40000,7,petrol,kia,no,5/3/2016 0:00,4600,1/4/2016 21:17
11/3/2016 11:54,Volkswagen_Scirocco_1.4_TSI,private,offer,9200,control,coupe,2008,manual,160,scirocco,125000,10,petrol,volkswagen,no,11/3/2016 0:00,26409,28/03/2016 22:46
28/03/2016 13:50,Fiat_Seicento_1.1,private,offer,700,test,small car,2001,manual,54,seicento,125000,6,petrol,fiat,no,28/03/2016 0:00,86152,28/03/2016 13:50
15/03/2016 22:44,Volkswagen_Polo_86c_Coupé__Sondermodell_Bel_Ami,private,offer,2750,control,small car,1988,manual,54,polo,125000,11,petrol,volkswagen,no,15/03/2016 0:00,78333,27/03/2016 12:17
22/03/2016 21:49,Ford_Ka_Bj_2001__Sonnendach__TÜV_bis_10/2016__kleinere_Maengel,private,offer,400,control,small car,2001,manual,60,ka,150000,0,petrol,ford,yes,22/03/2016 0:00,55596,6/4/2016 17:15
5/4/2016 0:55,Audi_A4_Avant_1.8_TFSI_Ambition,private,offer,16599,control,station wagon,2011,manual,120,a4,70000,6,petrol,audi,no,5/4/2016 0:00,79576,7/4/2016 11:15
18/03/2016 15:42,Mercedes_Benz___ATGO_816__BlueTek_5,private,offer,11790,control,,2016,,0,others,150000,6,,mercedes_benz,,18/03/2016 0:00,47652,21/03/2016 7:16
29/03/2016 18:52,Tausche_Seat_Alhambra,private,offer,6500,control,,2018,manual,116,alhambra,150000,2,lpg,seat,,29/03/2016 0:00,76131,31/03/2016 12:17
12/3/2016 10:37,BMW_316_Compact_99_er_blau_top,private,offer,600,control,coupe,1999,manual,110,,150000,6,,bmw,no,12/3/2016 0:00,41747,22/03/2016 12:47
16/03/2016 16:52,Astra_f_Caravan_1.6_Rot,private,offer,300,control,station wagon,1996,manual,75,astra,150000,1,,opel,yes,16/03/2016 0:00,44532,17/03/2016 15:16
22/03/2016 9:39,Opel_Corsa_1.0,private,offer,650,test,small car,1998,manual,55,corsa,150000,6,petrol,opel,no,22/03/2016 0:00,74076,5/4/2016 20:16
11/3/2016 14:46,Hallo_Fiat_Mare_zu_verkaufen_mit_TÜV,private,offer,430,control,station wagon,1999,manual,0,others,150000,0,petrol,fiat,,11/3/2016 0:00,24837,26/03/2016 3:47
28/03/2016 12:58,Ford_Ka__GELIEBTES_AUTO_,private,offer,1000,test,small car,2001,manual,60,ka,125000,1,petrol,ford,no,28/03/2016 0:00,6112,31/03/2016 21:44
11/3/2016 15:37,W124_320_E_TÜV_03/2017_5_Gang_Automatik_KLIMA,private,offer,2700,test,limousine,1992,automatic,220,e_klasse,150000,12,petrol,mercedes_benz,,11/3/2016 0:00,71706,16/03/2016 3:16
9/3/2016 17:46,Volkswagen_Golf_1.4_Comfortline,private,offer,5900,test,limousine,2005,manual,75,golf,80000,9,petrol,volkswagen,no,9/3/2016 0:00,47829,12/3/2016 3:15
11/3/2016 15:50,Renault_Megane_Scenic_2.0_Klima_Tuev_bis_06/2016,private,offer,750,test,,2016,manual,109,scenic,150000,6,,renault,,11/3/2016 0:00,51067,5/4/2016 12:47
17/03/2016 22:51,E200_w124_limosine,private,offer,1000,test,limousine,1994,manual,136,e_klasse,150000,8,petrol,mercedes_benz,no,17/03/2016 0:00,35274,21/03/2016 5:48
10/3/2016 6:57,Seat_Leon,private,offer,3700,control,,2017,manual,140,leon,150000,0,diesel,seat,,10/3/2016 0:00,22045,13/03/2016 2:46
4/4/2016 16:50,Volkswagen_VW__Golf_VII_2.0_TDI_BMT_Highline_inkl._Navi+ACC,private,offer,18999,test,small car,2013,manual,150,golf,60000,10,diesel,volkswagen,no,4/4/2016 0:00,96050,6/4/2016 18:46
15/03/2016 19:49,Opel_Astra_H_1_9_CTDI,private,offer,3500,control,station wagon,2006,manual,120,astra,150000,4,,opel,no,15/03/2016 0:00,98553,16/03/2016 17:50
16/03/2016 20:50,Volkswagen_Golf_Variant_1.6,private,offer,1990,control,station wagon,2000,manual,105,golf,150000,6,petrol,volkswagen,no,16/03/2016 0:00,78244,7/4/2016 7:45
4/4/2016 14:39,Mercedes_CLK_320_Elegance,private,offer,9400,test,coupe,2004,automatic,0,clk,150000,5,petrol,mercedes_benz,yes,4/4/2016 0:00,45879,6/4/2016 15:46
5/3/2016 15:54,Ford_Focus_Turnier_DI_Ghia___KLIMA_/_MOTOR_LÄUFT_GUT,private,offer,650,control,station wagon,1999,manual,90,focus,150000,7,diesel,ford,no,5/3/2016 0:00,51065,5/4/2016 18:15
26/03/2016 14:39,Renault_Clio_1.5_dCi_ESP_Scheckheft_gepflegt,private,offer,3500,control,small car,2006,manual,106,clio,125000,10,diesel,renault,no,26/03/2016 0:00,9669,6/4/2016 2:17
5/3/2016 23:54,??????mercedes_benz_s_klasse??????,private,offer,15999,control,limousine,2005,automatic,0,s_klasse,125000,11,petrol,mercedes_benz,,5/3/2016 0:00,4107,18/03/2016 3:47
4/4/2016 21:59,Ford_Fiesta,private,offer,1100,test,small car,1999,manual,60,fiesta,100000,3,petrol,ford,no,4/4/2016 0:00,27607,4/4/2016 21:59
30/03/2016 21:49,Volkswagen_Passat_Variant_2.0_TDI_Highline,private,offer,5500,test,station wagon,2005,manual,140,passat,150000,8,diesel,volkswagen,no,30/03/2016 0:00,6295,30/03/2016 21:49
3/4/2016 14:42,Opel_Agila_1.0_12_V,private,offer,1650,test,small car,2004,manual,60,agila,150000,1,petrol,opel,yes,3/4/2016 0:00,52222,5/4/2016 13:18
20/03/2016 23:45,Seat_Arosa_Stella_1.4__Klimaanlage,private,offer,600,control,small car,2001,manual,60,arosa,150000,8,petrol,seat,,20/03/2016 0:00,66999,22/03/2016 3:18
9/3/2016 8:53,Peugeot_207_CC._JBL_Sound_Edition,private,offer,7490,test,cabrio,2009,manual,120,2_reihe,50000,6,petrol,peugeot,no,9/3/2016 0:00,63829,15/03/2016 5:16
21/03/2016 21:48,Renault_Twingo__Beach_1.2_++_Tuev_03/18++_Faltdach++,private,offer,1150,control,small car,2003,manual,58,twingo,150000,0,petrol,renault,no,21/03/2016 0:00,49692,21/03/2016 21:48
12/3/2016 7:57,Kia_Carnival_2_1_TD_RS__Van__Volleder,private,offer,1750,control,bus,2001,automatic,126,carnival,150000,7,diesel,kia,no,12/3/2016 0:00,23795,12/3/2016 23:15
10/3/2016 11:52,Opel_Corsa_mit_2_Jahren_TÜV,private,offer,650,test,small car,2000,manual,0,corsa,150000,7,petrol,opel,yes,10/3/2016 0:00,47057,12/3/2016 16:15
31/03/2016 18:48,Fiat_500_Sport_Klima_Leder_Alu_Servo_Zentral,private,offer,5995,control,small car,2010,manual,69,500,80000,5,petrol,fiat,no,31/03/2016 0:00,33829,2/4/2016 14:44
10/3/2016 12:48,Mercedes_Benz_C_180K_Sportcoupe_Black_Edition_150PS,private,offer,7480,test,coupe,2006,automatic,150,c_klasse,125000,7,petrol,mercedes_benz,no,10/3/2016 0:00,10117,7/4/2016 6:44
27/03/2016 15:44,Ford_Focus_Turnier_1.6_EcoBoost_Start_Stopp_Syste...,private,offer,19000,control,station wagon,2011,manual,150,focus,50000,8,petrol,ford,no,27/03/2016 0:00,93426,29/03/2016 4:45
22/03/2016 0:58,BMW_316i_Facelift,private,offer,2250,control,limousine,2002,manual,116,3er,150000,8,petrol,bmw,no,21/03/2016 0:00,44805,29/03/2016 9:45
2/4/2016 15:43,Renault_Clio_1.2_top_zustand,private,offer,1490,control,small car,1999,manual,60,clio,150000,4,petrol,renault,no,2/4/2016 0:00,81241,4/4/2016 13:15
9/3/2016 16:55,Polo_6n2_1_4_MPI,private,offer,900,test,small car,2000,manual,0,polo,150000,12,petrol,volkswagen,no,9/3/2016 0:00,31226,19/03/2016 19:18
3/4/2016 13:36,Volkswagen_Golf_1.9_TDI_KLIMA_SHZ_BBS_FELGEN_1HAND,private,offer,5980,control,limousine,2004,manual,105,golf,125000,12,diesel,volkswagen,no,3/4/2016 0:00,99638,5/4/2016 12:18
5/3/2016 20:59,BMW_523i,private,offer,2500,control,limousine,1998,manual,170,5er,150000,10,petrol,bmw,no,5/3/2016 0:00,96138,5/4/2016 15:17
29/03/2016 14:42,Audi_A4_Cabriolet_3.0_quattro,private,offer,12499,test,cabrio,2005,automatic,220,a4,150000,5,petrol,audi,no,29/03/2016 0:00,44869,5/4/2016 23:47
9/3/2016 18:47,Volkswagen_Multivan_Comfortline,private,offer,11000,test,bus,2004,manual,131,transporter,150000,5,diesel,volkswagen,no,9/3/2016 0:00,38176,12/3/2016 19:19
22/03/2016 21:56,Audi_A3_2.0_TDI_Sportback_DPF_S_line_Sportpaket_plus,private,offer,8800,control,station wagon,2006,manual,170,a3,150000,6,diesel,audi,no,22/03/2016 0:00,66299,31/03/2016 23:45
17/03/2016 13:56,Volkswagen_Sharan_2.0_TDI_BlueMotion_Technology,private,offer,11900,control,bus,2013,automatic,140,sharan,150000,1,diesel,volkswagen,no,17/03/2016 0:00,13357,6/4/2016 20:17
16/03/2016 18:43,Opel_Corsa_B_Edition_100_mit_Klima_und_neuem_Tuev,private,offer,999,control,small car,1999,manual,54,,150000,12,petrol,opel,no,16/03/2016 0:00,31637,19/03/2016 16:45
28/03/2016 17:46,Mercedes_Benz_w211_E320_CDI_Avantgarde__Limo_Lorinser,private,offer,8100,test,limousine,2005,automatic,0,e_klasse,150000,12,diesel,mercedes_benz,,28/03/2016 0:00,93333,6/4/2016 23:17
23/03/2016 14:55,Mazda_626_Bj_97_TÜV_08/16,private,offer,900,test,limousine,1997,manual,120,6_reihe,150000,0,petrol,mazda,yes,23/03/2016 0:00,52353,5/4/2016 18:17
10/3/2016 3:01,Wohnwagen_LMC__10_2009,private,offer,9700,control,others,2009,,0,,5000,10,other,sonstige_autos,,10/3/2016 0:00,26789,15/03/2016 14:46
17/03/2016 19:40,Volkswagen_Caddy_1.4_Economy,private,offer,4100,control,bus,2006,manual,75,caddy,80000,6,cng,volkswagen,no,17/03/2016 0:00,14943,7/4/2016 7:16
12/3/2016 16:40,Opel_Corsa,private,offer,1150,control,small car,2001,manual,0,corsa,150000,3,petrol,opel,no,12/3/2016 0:00,48291,24/03/2016 14:44
3/4/2016 13:54,Audi_A3_Sportback,private,offer,8500,control,limousine,2007,manual,102,a3,125000,2,petrol,audi,no,3/4/2016 0:00,21629,5/4/2016 12:46
16/03/2016 17:47,Skoda_Octavia_Combi_2.0_TDI_DPF_Ambiente_4x4,private,offer,4650,control,station wagon,2006,manual,140,octavia,150000,10,diesel,skoda,no,16/03/2016 0:00,30177,24/03/2016 10:17
2/4/2016 15:48,Renault_Twingo_mit_Tuev_und_Servo_,private,offer,650,control,small car,1998,manual,58,twingo,150000,12,petrol,renault,no,2/4/2016 0:00,63739,2/4/2016 15:48
2/4/2016 9:54,Mini_Cooper_S_Clubman__Ausstattung_Chilli__Vollleder_*TOPZUSTAND*,private,offer,12600,control,small car,2008,manual,174,clubman,70000,1,petrol,mini,no,2/4/2016 0:00,52223,6/4/2016 8:17
29/03/2016 11:59,Opel_Corsa_D_OPC,private,offer,5150,test,limousine,2008,manual,192,corsa,125000,2,petrol,opel,yes,29/03/2016 0:00,67310,29/03/2016 12:44
23/03/2016 16:49,Polo_angemeldet__tuev__Top,private,offer,699,test,small car,1995,manual,75,polo,150000,1,petrol,volkswagen,,23/03/2016 0:00,10319,31/03/2016 3:46
15/03/2016 14:45,Volkswagen_Golf,private,offer,4900,control,limousine,2005,manual,150,golf,150000,3,petrol,volkswagen,no,15/03/2016 0:00,38118,15/03/2016 14:45
14/03/2016 17:57,BMW_525d_Touring_177PS_Sport,private,offer,5600,test,station wagon,2004,automatic,177,5er,150000,7,diesel,bmw,no,14/03/2016 0:00,66763,14/03/2016 17:57
8/3/2016 14:57,Audi_80_b3_guter_Zustand_Tuev_10/17,private,offer,1400,test,,1995,manual,113,80,150000,4,petrol,audi,yes,8/3/2016 0:00,28357,27/03/2016 1:45
29/03/2016 9:53,VW_Golf_Plus_1_9_TDI__DSG,private,offer,9500,test,,2017,automatic,105,golf,80000,5,diesel,volkswagen,no,29/03/2016 0:00,29392,1/4/2016 21:47
26/03/2016 9:47,Renault_Clio__Hu_01/2018__!!,private,offer,370,control,small car,1996,manual,54,clio,150000,6,petrol,renault,yes,26/03/2016 0:00,23898,29/03/2016 11:45
14/03/2016 11:31,Peugeot_206_SW_75,private,offer,2750,control,station wagon,2002,manual,75,2_reihe,150000,10,petrol,peugeot,no,14/03/2016 0:00,55124,7/4/2016 0:44
23/03/2016 17:52,Golf_Plus_United_1_4_TSI_122PS_6_Gang_Navi__AHK,private,offer,6199,control,limousine,2008,manual,122,golf,150000,4,petrol,volkswagen,no,23/03/2016 0:00,26409,6/4/2016 7:16
21/03/2016 21:38,Opel_Corsa_B__ECO_,private,offer,350,control,small car,1999,,0,corsa,150000,0,petrol,opel,,21/03/2016 0:00,45881,21/03/2016 21:38
11/3/2016 21:36,Lancia_Thesis_2.0_Benzin_mit_TÜV_04/17,private,offer,1800,test,limousine,2002,manual,0,,150000,9,petrol,lancia,,11/3/2016 0:00,99097,1/4/2016 1:44
28/03/2016 13:49,Ford_Mondeo_aus_2.Hand_154000Km_Scheckheft_Tuev_03.2018_Top,private,offer,1190,test,station wagon,1998,manual,100,mondeo,150000,10,petrol,ford,no,28/03/2016 0:00,28197,6/4/2016 17:45
29/03/2016 21:49,mercedes_E_430,private,offer,0,test,limousine,1999,automatic,278,e_klasse,150000,6,petrol,mercedes_benz,no,29/03/2016 0:00,44787,6/4/2016 8:44
23/03/2016 17:55,Volkswagen_Passat_CC_2.0_TDI_DSG,private,offer,8999,control,coupe,2008,automatic,170,passat,150000,9,diesel,volkswagen,no,23/03/2016 0:00,23843,29/03/2016 13:16
30/03/2016 9:06,Audi_A5_1.8_TFSI_Multitronic_19_Zoll_//_Leder,private,offer,15400,test,coupe,2008,automatic,170,a5,150000,12,petrol,audi,,30/03/2016 0:00,65549,6/4/2016 17:45
6/4/2016 15:06,VW_Caddy_Life_++_1.4L_/_75_PS_++_HU/AU_1/2018,private,offer,4200,test,,2018,manual,75,caddy,150000,8,petrol,volkswagen,,6/4/2016 0:00,35460,6/4/2016 15:25
18/03/2016 15:47,Peugeot__206_cc__136_ps,private,offer,2200,control,cabrio,2002,,136,,150000,7,,peugeot,,18/03/2016 0:00,59846,23/03/2016 17:51
2/4/2016 23:53,Ferrari_512_BBi,private,offer,370000,test,coupe,1984,manual,340,,20000,8,petrol,sonstige_autos,no,2/4/2016 0:00,28355,3/4/2016 6:40
26/03/2016 15:44,Mitsubishi_lancer,private,offer,1100,test,,1995,manual,115,,5000,2,petrol,mitsubishi,,26/03/2016 0:00,2763,28/03/2016 4:15
29/03/2016 0:51,Mitsubishi_Outlander_2.2_DI_D_4WD_Instyle_7sitzer_Leder_AHK,private,offer,10900,control,limousine,2009,manual,156,outlander,150000,6,diesel,mitsubishi,no,29/03/2016 0:00,65189,7/4/2016 8:16
31/03/2016 12:53,Ford_Escort,private,offer,400,test,,2016,manual,90,escort,150000,12,,ford,,31/03/2016 0:00,15745,6/4/2016 5:44
27/03/2016 10:51,Mercedes_ML_280_CDI_4Matic_7G_TRONIC_DPF__AHK_3_5_Tonnen__Tausch,private,offer,10999,control,suv,2006,automatic,190,m_klasse,150000,8,diesel,mercedes_benz,no,27/03/2016 0:00,86316,3/4/2016 5:46
16/03/2016 19:48,Bora_Variant_v5,private,offer,1700,test,station wagon,1999,manual,150,bora,30000,0,petrol,volkswagen,yes,16/03/2016 0:00,94556,17/03/2016 18:17
27/03/2016 19:56,Opel_Astra_H_1_7_CDTI_Top_Zustand_+_NAVI,private,offer,2900,control,station wagon,2004,manual,80,astra,150000,12,,opel,no,27/03/2016 0:00,87700,5/4/2016 18:45
24/03/2016 10:32,6_Enten_Citroen_2_CV_/_3_Charlston_siehe_Bilder,private,offer,9999,control,,1985,,0,others,150000,0,,citroen,,24/03/2016 0:00,55120,27/03/2016 21:15
14/03/2016 10:50,Honda_Civic_Coupe_1.7_LS,private,offer,3999,control,coupe,2004,manual,120,civic,80000,4,petrol,honda,no,14/03/2016 0:00,13156,21/03/2016 0:44
4/4/2016 18:46,DACIA_LOGAN_2HAND_TÜV_11/17_MIT_AHK,private,offer,999,test,small car,2006,manual,75,logan,125000,5,petrol,dacia,no,4/4/2016 0:00,12349,4/4/2016 18:46
2/4/2016 16:44,Ford_Escort_Cabrio_Bastlerfahrzeug,private,offer,150,control,,2000,manual,0,escort,70000,3,,ford,,2/4/2016 0:00,89555,2/4/2016 16:44
22/03/2016 20:39,VW_Polo_1.2_9n1,private,offer,2500,control,small car,2004,manual,54,polo,150000,7,petrol,volkswagen,no,22/03/2016 0:00,44793,28/03/2016 11:47
23/03/2016 17:44,Renault_Twingo_1.2_Liberty___2.Hand__Faltdach_/_Angemeldet_/_Top!,private,offer,749,control,small car,1999,manual,60,twingo,100000,6,petrol,renault,,23/03/2016 0:00,22885,5/4/2016 21:46
24/03/2016 0:36,Smart_smart_fortwo_Black_softouch_micro_hybr..F1_Leder,private,offer,5500,test,small car,2011,automatic,71,fortwo,60000,2,petrol,smart,no,24/03/2016 0:00,73037,6/4/2016 20:47
24/03/2016 15:06,Opel_Manta_2.0_E_GT/E,private,offer,5850,control,coupe,1988,manual,110,others,150000,11,petrol,opel,no,24/03/2016 0:00,55469,25/03/2016 11:27
14/03/2016 22:57,Peugeot_307_1.6_Premium_110_Limousine,private,offer,2499,control,limousine,2002,manual,109,others,150000,7,petrol,peugeot,,14/03/2016 0:00,79199,7/4/2016 5:46
16/03/2016 14:53,BMW_e36_318i_limo_ohne_TÜV,private,offer,450,test,limousine,1997,manual,118,3er,150000,8,petrol,bmw,no,16/03/2016 0:00,46485,6/4/2016 16:44
16/03/2016 0:59,Suche_T4_Multivan_od._Caravelle,private,offer,0,test,bus,1999,,150,transporter,5000,0,diesel,volkswagen,no,15/03/2016 0:00,48268,18/03/2016 3:46
7/3/2016 18:53,Ford_Fiesta_1.4_Ambiente,private,offer,699,control,small car,2002,manual,80,fiesta,150000,11,petrol,ford,no,7/3/2016 0:00,56564,9/3/2016 16:30
27/03/2016 8:58,Golf_2_19E_75_Ps_Automatik,private,offer,850,test,small car,1988,automatic,75,golf,150000,10,petrol,volkswagen,no,27/03/2016 0:00,92242,30/03/2016 14:17
29/03/2016 23:40,Vw_Golf_3_TDI_Variant_RECARO,private,offer,1350,control,station wagon,1997,manual,90,golf,150000,0,,volkswagen,,29/03/2016 0:00,27616,6/4/2016 10:44
17/03/2016 21:39,Ford_Transit_350_EL__HD__TDCi_Lkw_HA_S&S_Basis,private,offer,14000,test,bus,2012,manual,155,transit,90000,12,diesel,ford,no,17/03/2016 0:00,41539,17/03/2016 21:39
25/03/2016 14:37,Mercedes_Benz_C_240_T__XENON__AHK__TÜV__8_Fach,private,offer,1499,control,station wagon,1998,manual,170,c_klasse,150000,9,petrol,mercedes_benz,no,25/03/2016 0:00,96250,6/4/2016 17:17
30/03/2016 9:55,BMW_3_er_in_sehr_gutem_Zustand,private,offer,3000,control,,2017,automatic,136,,150000,1,,bmw,no,30/03/2016 0:00,22399,7/4/2016 1:15
9/3/2016 17:36,Opel_Zafira_2.2,private,offer,2650,test,bus,2002,automatic,147,zafira,150000,1,lpg,opel,no,9/3/2016 0:00,94481,7/4/2016 8:16
17/03/2016 11:46,BMW_318d_DPF,private,offer,5950,control,limousine,2005,manual,122,3er,150000,12,diesel,bmw,no,17/03/2016 0:00,12353,6/4/2016 11:16
10/3/2016 1:57,Fiat_ducato_1.9_td_ahk_fahrbereit,private,offer,1000,test,bus,1999,manual,90,ducato,70000,5,diesel,fiat,no,10/3/2016 0:00,96175,19/03/2016 6:17
12/3/2016 18:59,1.9_90ps_7Sitze,private,offer,1200,test,,2017,manual,90,sharan,150000,6,diesel,volkswagen,no,12/3/2016 0:00,56235,7/4/2016 10:44
3/4/2016 0:32,Mercedes_Benz_E_200_T_Kompressor_Automatik,private,offer,7500,test,station wagon,2003,automatic,163,e_klasse,150000,8,petrol,mercedes_benz,no,2/4/2016 0:00,60489,6/4/2016 15:17
27/03/2016 9:55,Volkswagen_Golf_Cabrio_2.0_Generation,private,offer,3250,test,cabrio,2000,manual,116,golf,150000,6,petrol,volkswagen,no,27/03/2016 0:00,14169,7/4/2016 4:46
14/03/2016 18:48,Bmw_316_Ti_M_Paket,private,offer,1999,test,coupe,2002,,0,3er,150000,0,petrol,bmw,no,14/03/2016 0:00,48268,21/03/2016 10:18
20/03/2016 19:39,Bmw_520_sehr_sauber,private,offer,0,test,limousine,2000,manual,150,5er,5000,11,petrol,bmw,,20/03/2016 0:00,59269,20/03/2016 19:39
16/03/2016 11:54,Opel_Vectra_1.6_Edition_2000,private,offer,2151,test,limousine,2000,manual,101,vectra,150000,3,petrol,opel,no,16/03/2016 0:00,44135,6/4/2016 5:16
8/3/2016 11:40,Golf_III_fuer_Bastler,private,offer,200,control,small car,1997,manual,75,golf,150000,3,petrol,volkswagen,no,8/3/2016 0:00,92421,8/3/2016 17:47
6/4/2016 23:25,Ford_Fiesta_Ghia,private,offer,1250,control,small car,2001,manual,75,fiesta,150000,1,petrol,ford,no,6/4/2016 0:00,56412,7/4/2016 0:25
14/03/2016 22:58,Smart_Fortwo,private,offer,1350,control,small car,2001,automatic,54,fortwo,150000,11,petrol,smart,no,14/03/2016 0:00,80807,19/03/2016 23:45
23/03/2016 19:12,Fiat_Doblo_Cargo_Benzin_nur_45000_km_sehr_gepflegt,private,offer,7500,test,,2018,manual,70,doblo,50000,0,,fiat,,21/03/2016 0:00,63067,5/4/2016 23:46
3/4/2016 10:39,Volkswagen_Polo,private,offer,10499,control,small car,2012,manual,105,polo,70000,1,petrol,volkswagen,no,3/4/2016 0:00,69253,7/4/2016 11:17
18/03/2016 11:46,!_Volkswagen_Golf_4_IV___1.6___100_PS_!,private,offer,850,control,,2000,manual,100,golf,150000,1,petrol,volkswagen,,18/03/2016 0:00,58675,5/4/2016 22:16
